Район,Адреса,Телефони,Сайт суду,Назва суду,email,Розклад,Тип суду,Місто,Сторінка суду,Область
Куп'янський,"63701, м. Куп'янськ, вул. Першого Травня, 27a","(05742) 5-19-70, 5-13-37",http://kpm.hr.court.gov.ua,Куп'янський міськрайонний суд Харківської області,inbox@kpm.hr.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 12:45,Міськрайонний суд,,http://kpm.hr.court.gov.ua/sud2023/,Харківська
Лозівський,"64600, м. Лозова, вул. Орджонікідзе, 9","(05745) 2-36-88, (05745) 2-36-73 (05745) 2-28-78, факс(05745) 2-58-83",http://lzm.hr.court.gov.ua,Лозівський міськрайонний суд Харківської області,inbox@lzm.hr.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 13:00 до 13:45,Міськрайонний суд,,http://lzm.hr.court.gov.ua/sud2025/,Харківська
Первомайський,"64107, м. Первомайський, вул. Леніна, 18","(05748) 3-20-70, (05748) 3-34-20",http://pm.hr.court.gov.ua,Первомайський міськрайонний суд Харківської області,inbox@pm.hr.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Міськрайонний суд,,http://pm.hr.court.gov.ua/sud2030/,Харківська
Каховський,"74800, Херсонська область, м. Каховка, вул. Мелітопольська,172","0 (5536) 2-03-61, 0(5536) 4-09-77 факс",http://kh.ks.court.gov.ua,Каховський міськрайонний суд Херсонської області,inbox@kh.ks.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 12:48,Міськрайонний суд,,http://kh.ks.court.gov.ua/sud2113/,Херсонська
Кам'янець-Подільський,"32300, м. Кам’янець-Подільський, вул. Шевченка, 29",0(3849) 2-51-08,http://kpm.km.court.gov.ua,Кам'янець-Подільський міськрайонний суд Хмельницької області,inbox@kpm.km.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 17:00 Перерва з 12:00 до 13:00,Міськрайонний суд,,http://kpm.km.court.gov.ua/sud2208/,Хмельницька
Славутський,"30000, м. Славута, вул. Миру, 16",0(3842) 2-32-60 факс: 0(3842 ) 7-00-72,http://sl.km.court.gov.ua,Славутський міськрайонний суд Хмельницької області,inbox@sl.km.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 13:00 до 13:45,Міськрайонний суд,,http://sl.km.court.gov.ua/sud2214/,Хмельницька
Хмельницький,"29000, м. Хмельницький, Героїв Майдану 54",0(382) 61-64-57,http://kmm.km.court.gov.ua,Хмельницький міськрайонний суд Хмельницької області,inbox@kmm.km.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 18:00 Перерва з 13:00 до 14:00,Міськрайонний суд,,http://kmm.km.court.gov.ua/sud2218/,Хмельницька
Шепетівський,"30400, м. Шепетівка, вул. Карла Маркса, 30",0(3840) 5 - 21 - 04,http://sh.km.court.gov.ua,Шепетівський міськрайонний суд Хмельницької області,inbox@sh.km.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Міськрайонний суд,,http://sh.km.court.gov.ua/sud2220/,Хмельницька
Золотоніський,"19700, м. Золотноша, вул. Шевченка, 76",канцелярія суду (04737) 5-26-10,http://zl.ck.court.gov.ua,Золотоніський міськрайонний суд Черкаської області,inbox@zl.ck.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 15:00 Перерва з 13:00 до 14:00,Міськрайонний суд,,http://zl.ck.court.gov.ua/sud2306/,Черкаська
Канівський,"19000, м. Канів, вул. Леніна, 88","(04736) 3-24-15, 3-23-31",http://kn.ck.court.gov.ua,Канівський міськрайонний суд Черкаської області,inbox@kn.ck.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 15:00 Перерва з 13:00 до 14:00,Міськрайонний суд,,http://kn.ck.court.gov.ua/sud2308/,Черкаська
Смілянський,"20700, м. Сміла, вул. П.Лумумби, 15",(04733) 4-25-37,http://sm.ck.court.gov.ua,Смілянський міськрайонний суд Черкаської області,inbox@sm.ck.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 12:45,Міськрайонний суд,,http://sm.ck.court.gov.ua/sud2315/,Черкаська
Уманський,"20300, м. Умань, вул. Коломенська, 18","(04744) 3-57-77, факс: (04744) 3-73-70",http://um.ck.court.gov.ua,Уманський міськрайонний суд Черкаської області,inbox@um.ck.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 15:00 Перерва з 13:00 до 14:00,Міськрайонний суд,,http://um.ck.court.gov.ua/sud2318/,Черкаська
Джанкойський,,,,Джанкойський міськрайонний суд Автономної Республіки Крим,,,Міськрайонний суд,,http://court.gov.ua/teh/7,АР Крим
Красноперекопський,,,,Красноперекопський міськрайонний суд Автономної Республіки Крим,,,Міськрайонний суд,,http://court.gov.ua/teh/14,АР Крим
Сакський,,,,Сакський міськрайонний суд Автономної Республіки Крим,,,Міськрайонний суд,,http://court.gov.ua/teh/19,АР Крим
Ковельський,"45008, м. Ковель, вул. Незалежності, 15","(03352) 3-38-85,факс 5-90-66",http://kv.vl.court.gov.ua,Ковельський міськрайонний суд Волинської області,inbox@kv.vl.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 16:45 Перерва з 13:00 до 13:45,Міськрайонний суд,,http://kv.vl.court.gov.ua/sud0306/,Волинська
Луцький,"43016, м. Луцьк, вул. Лесі Українки, 24",(0332) 72-22-04,http://lc.vl.court.gov.ua,Луцький міськрайонний суд Волинської області,inbox@lc.vl.court.gov.ua,Пн-Чт з 09:00 до 18:15 Пт з 09:00 до 17:00 Перерва з 13:00 до 14:00,Міськрайонний суд,,http://lc.vl.court.gov.ua/sud0308/,Волинська
Жмеринський,"23100, м. Жмеринка, вул. Образцова, 6",(04332) 5-11-20,http://gmm.vn.court.gov.ua,Жмеринський міськрайонний суд Вінницької області,inbox@gmm.vn.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 17:00 Перерва з 12:00 до 13:00,Міськрайонний суд,,http://gmm.vn.court.gov.ua/sud0205/,Вінницька
Козятинський,"22100, м. Козятин , вул. Грушевського, 64",(04342) 2-40-66,http://kz.vn.court.gov.ua,Козятинський міськрайонний суд Вінницької області,inbox@kz.vn.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Міськрайонний суд,,http://kz.vn.court.gov.ua/sud0209/,Вінницька
Могилів-Подільський,"24000, м. Могилів-Подільський, вул. Сагайдачного, 1/30",(04337) 6-80-62,http://mpm.vn.court.gov.ua,Могилів-Подільський міськрайонний суд Вінницької області,inbox@mpm.vn.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 16:45 Перерва з 13:00 до 13:45,Міськрайонний суд,,http://mpm.vn.court.gov.ua/sud0215/,Вінницька
Хмільницький,"22000, м. Хмільник, вул. Столярчука, 4",(04338) 2-31-50,http://hm.vn.court.gov.ua,Хмільницький міськрайонний суд Вінницької області,inbox@hm.vn.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 13:00 до 13:45,Міськрайонний суд,,http://hm.vn.court.gov.ua/sud0227/,Вінницька
Артемівський,"84500, Донецька область м. Артемівськ, вул. Артема 5",(06274) 44 - 17 - 74 Канцелярія,http://arm.dn.court.gov.ua,Артемівський міськрайонний суд Донецької області,inbox@arm.dn.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Міськрайонний суд,,http://arm.dn.court.gov.ua/sud0503/,Донецька
Добропільський,"85004, м. Добропілля, вул. Радянська, 39 A",(06277) 2-88-25,http://dpm.dn.court.gov.ua,Добропільський міськрайонний суд Донецької області,inbox@dpm.dn.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Міськрайонний суд,,http://dpm.dn.court.gov.ua/sud0514/,Донецька
Костянтинівський,"85110, м. Костянтинівка, пр. Ломоносова 157",(06272) 2 59 11,http://ksm.dn.court.gov.ua,Костянтинівський міськрайонний суд Донецької області,inbox@ksm.dn.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Міськрайонний суд,,http://ksm.dn.court.gov.ua/sud0527/,Донецька
Красноармійський,"85300, м. Красноармійськ, вул. Горького, 20",(06239) 2-02-65,http://ka.dn.court.gov.ua,Красноармійський міськрайонний суд Донецької області,inbox@ka.dn.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Міськрайонний суд,,http://ka.dn.court.gov.ua/sud0529/,Донецька
Слов'янський,"84122, м. Слов`янськ, вул. Добровольського 2",(06262) 2-71-77,http://sl.dn.court.gov.ua,Слов'янський міськрайонний суд Донецької області,inbox@sl.dn.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Міськрайонний суд,,http://sl.dn.court.gov.ua/sud0544/,Донецька
Шахтарський,"86211, м. Шахтарськ, вул. Крупської, 7а",(06255) 4-52-85 (факс) ; 4-63-83 (факс),http://sh.dn.court.gov.ua,Шахтарський міськрайонний суд Донецької області,inbox@sh.dn.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Міськрайонний суд,,http://sh.dn.court.gov.ua/sud0554/,Донецька
Ясинуватський,"86006, м. Ясинувата, вул. Заводська, 90",(06236) 4-28-81,http://ys.dn.court.gov.ua,Ясинуватський міськрайонний суд Донецької області,inbox@ys.dn.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Міськрайонний суд,,http://ys.dn.court.gov.ua/sud0555/,Донецька
Нікопольський,"53213, м. Нікополь, вул. Шевченко, 201","(05662) 3-43-15, 68-84-04",http://nkm.dp.court.gov.ua,Нікопольський міськрайонний суд,inbox@nkm.dp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 13:00 до 14:00,Міськрайонний суд,,http://nkm.dp.court.gov.ua/sud0426/,Дніпропетровська
Новомосковський,"51200, Дніпропетровська обл., м.Новомосковськ, вул.Велика Ковалівка буд.10-Б",(05693) 7-54-80,http://nm.dp.court.gov.ua,Новомосковський міськрайонний суд Дніпропетровської області,inbox@nm.dp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Міськрайонний суд,,http://nm.dp.court.gov.ua/sud0427/,Дніпропетровська
Павлоградський,"51400, м. Павлоград, вул. Дніпровська, 135",(05632) 6-28-66,http://pvm.dp.court.gov.ua,Павлоградський міськрайонний суд Дніпропетровської області,inbox@pvm.dp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Міськрайонний суд,,http://pvm.dp.court.gov.ua/sud0429/,Дніпропетровська
Синельниківський,"52501, м. Синельникове, вул. Чехова, 1","(05663) 4-39-92,4-39-96",http://sn.dp.court.gov.ua,Синельниківський міськрайонний суд Дніпропетровської області,inbox@sn.dp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Міськрайонний суд,,http://sn.dp.court.gov.ua/sud0437/,Дніпропетровська
Мукачівський,"89600, м. Мукачево, вул. Л.Толстого, 13 (корпус №1). вул. К.Беляєва, 8 (корпус №2)","0 (3131) 3-20-74, 2-15-75, факс 3-16-68",http://mkm.zk.court.gov.ua,Мукачівський міськрайонний суд Закарпатської області,inbox@mkm.zk.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 17:00 Перерва з 12:00 до 13:00,Міськрайонний суд,,http://mkm.zk.court.gov.ua/sud0707/,Закарпатська
Ужгородський,"88000, м. Ужгород, вул. Загорська, 53","0 (312) 64-05-44, 64-47-95",http://ug.zk.court.gov.ua,Ужгородський міськрайонний суд Закарпатської області,inbox@ug.zk.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 17:00 Перерва з 12:00 до 13:00,Міськрайонний суд,,http://ug.zk.court.gov.ua/sud0712/,Закарпатська
Бердичівський,"13312, м. Бердичів, вул. Житомирська, 30-а",(04143) 2-02-69,http://bd.zt.court.gov.ua,Бердичівський міськрайонний суд Житомирської області,inbox@bd.zt.court.gov.ua,Пн-Чт з 09:00 до 18:15 Пт з 09:00 до 17:00 Перерва з 13:00 до 14:00,Міськрайонний суд,,http://bd.zt.court.gov.ua/sud0603/,Житомирська
Коростенський,"11500, м. Коростень, вул. Сосновського, 38",(04142) 3-00-11,http://krm.zt.court.gov.ua,Коростенський міськрайонний суд Житомирської області,inbox@krm.zt.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 12:45,Міськрайонний суд,,http://krm.zt.court.gov.ua/sud0610/,Житомирська
Новоград-Волинський,"11700, м. Новоград-Волинський, вул. І. Франка, 31",(04141) 2-14-01,http://nv.zt.court.gov.ua,Новоград-Волинський міськрайонний суд Житомирської області,inbox@nv.zt.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Міськрайонний суд,,http://nv.zt.court.gov.ua/sud0616/,Житомирська
Калуський,"77300, м. Калуш, вул. Молодіжна,10",(03472) 6-15-18,http://klm.if.court.gov.ua,Калуський міськрайонний суд Івано-Франківської області,inbox@klm.if.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 12:45,Міськрайонний суд,,http://klm.if.court.gov.ua/sud0908/,Івано-Франківська
Коломийський,"78200, м. Коломия, пр-т Грушевського, 29",(03433) 4-71-98,http://kmm.if.court.gov.ua,Коломийський міськрайонний суд Івано-Франківської області,inbox@kmm.if.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Міськрайонний суд,,http://kmm.if.court.gov.ua/sud0909/,Івано-Франківська
Бердянський,71118 м. Бердянськ вул. Комунарів 64,"для довідок (06153)35634, 36298, 33637 факс 36572, 47146",http://bd.zp.court.gov.ua,Бердянський міськрайонний суд Запорізької області,inbox@bd.zp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Міськрайонний суд,,http://bd.zp.court.gov.ua/sud0801/,Запорізька
Мелітопольський,"72311, м. Мелітополь, вул. Шмідта, 11; 72312, м. Мелітополь, вул. Дзержинського, 90",(0619) 43-84-93,http://ml.zp.court.gov.ua,Мелітопольський міськрайонний суд Запорізької області,inbox@ml.zp.court.gov.ua,Пн-Чт з 08:30 до 17:30 Пт з 08:30 до 16:30 Перерва з 12:30 до 13:30,Міськрайонний суд,,http://ml.zp.court.gov.ua/sud0815/,Запорізька
Знам'янський,"27400, Кіровоградська область, м. Знам'янка, вул. Маяковського, 30",0 (5233) 2-30-64; 2-31-05,http://zn.kr.court.gov.ua,Знам'янський міськрайонний суд Кіровоградської області,inbox@zn.kr.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 16:45 Перерва з 13:00 до 13:45,Міськрайонний суд,,http://zn.kr.court.gov.ua/sud1107/,Кіровоградська
Олександрійський,"28000, м. Олександрія, вул. Першотравнева, 30 (дільниця 1 вул.К.Лібкнехта, 76)",(05235) 7-29-54; 7-53-66; 7-29-24; 4-08-55.,http://od.kr.court.gov.ua,Олександрійський міськрайонний суд Кіровоградської області,inbox@od.kr.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Міськрайонний суд,,http://od.kr.court.gov.ua/sud1118/,Кіровоградська
Світловодський,"27501, м. Світловодськ, вул. Приморська, 48",0(5236) 2-25-94; 2-87-20.,http://sv.kr.court.gov.ua,Світловодський міськрайонний суд Кіровоградської області,inbox@sv.kr.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Міськрайонний суд,,http://sv.kr.court.gov.ua/sud1121/,Кіровоградська
Білоцерківський,"09100, м. Біла Церква, вул. Турчанінова, 7, E-mail: inbox@bcm.ko.court.gov.ua",(04563) 4-87-97,http://bcm.ko.court.gov.ua,Білоцерківський міськрайонний суд Київської області,inbox@bcm.ko.court.gov.ua,Пн-Чт з 09:00 до 17:45 Пт з 08:00 до 15:45 Перерва з 13:00 до 14:00,Міськрайонний суд,,http://bcm.ko.court.gov.ua/sud1003/,Київська
Бориспільський,"08300, м. Бориспіль, вул. Київський Шлях , 72",(04595) 6-76-19,http://bpm.ko.court.gov.ua,Бориспільський міськрайонний суд Київської області,inbox@bpm.ko.court.gov.ua,Пн-Чт з 08:30 до 17:30 Пт з 08:00 до 15:45 Перерва з 13:00 до 13:45,Міськрайонний суд,,http://bpm.ko.court.gov.ua/sud1005/,Київська
Броварський,"07400, м. Бровари, Грушевського, 2",(04594) 6-49-92,http://br.ko.court.gov.ua,Броварський міськрайонний суд Київської області,inbox@br.ko.court.gov.ua,Пн-Чт з 08:30 до 17:30 Пт з 08:00 до 15:45 Перерва з 13:00 до 13:45,Міськрайонний суд,,http://br.ko.court.gov.ua/sud1007/,Київська
Васильківський,"08600, м. Васильків, вул. Шевченка, 8",(04571) 2 45 96,http://vs.ko.court.gov.ua,Васильківський міськрайонний суд Київської області,inbox@vs.ko.court.gov.ua,Пн-Чт з 08:30 до 17:30 Пт з 08:15 до 16:00 Перерва з 13:00 до 13:45,Міськрайонний суд,,http://vs.ko.court.gov.ua/sud1008/,Київська
Переяслав-Хмельницький,"08400, м. Переяслав-Хмельницький, вул. Б.Хмельницького, 65","(04567) 5-15-18, 5-25-52, 5-19-38",http://ph.ko.court.gov.ua,Переяслав-Хмельницький міськрайонний суд Київської області,inbox@ph.ko.court.gov.ua,Пн-Чт з 08:30 до 17:30 Пт з 08:00 до 15:45 Перерва з 13:00 до 13:45,Міськрайонний суд,,http://ph.ko.court.gov.ua/sud1019/,Київська
Фастівський,"08500, м. Фастів, вул. Радянська, 25","(04565) 6-02-13, 6-17-89",http://fs.ko.court.gov.ua,Фастівський міськрайонний суд Київської області,inbox@fs.ko.court.gov.ua,Пн-Чт з 08:30 до 17:30 Пт з 08:00 до 15:45 Перерва з 13:00 до 13:45,Міськрайонний суд,,http://fs.ko.court.gov.ua/sud1027/,Київська
Дрогобицький,"82100, м. Дрогобич, вул. Війтівська Гора, 39; приміщення №2 вул. Л. Українки, 32",0(3244) 2-32-36,http://dgm.lv.court.gov.ua,Дрогобицький міськрайонний суд Львівської області,inbox@dgm.lv.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 16:45 Перерва з 13:00 до 13:45,Міськрайонний суд,,http://dgm.lv.court.gov.ua/sud1306/,Львівська
Самбірський,"81400, Львівська область, м. Самбір, вул. І.Мазепи, 18",(03236) 3-22-86,http://sb.lv.court.gov.ua,Самбірський міськрайонний суд Львівської області,inbox@sb.lv.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 17:00 Перерва з 13:00 до 13:45,Міськрайонний суд,,http://sb.lv.court.gov.ua/sud1318/,Львівська
Стрийський,"82400, м. Стрий, вул. Валова, 12",(03245) 7-06-34,http://stm.lv.court.gov.ua,Стрийський міськрайонний суд Львівської області,inbox@stm.lv.court.gov.ua,Пн-Чт з 09:00 до 18:15 Пт з 09:00 до 17:00 Перерва з 13:00 до 14:00,Міськрайонний суд,,http://stm.lv.court.gov.ua/sud1323/,Львівська
Антрацитівський,"94613, м. Антрацит, вул. Менжинського, 8",тел.факс (06431) 3-50-97; тел.(06431) 3-43-57,http://acm.lg.court.gov.ua,Антрацитівський міськрайонний суд Луганської області,inbox@acm.lg.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 16:45 Перерва з 13:00 до 13:45,Міськрайонний суд,,http://acm.lg.court.gov.ua/sud1202/,Луганська
Краснодонський,"94400, м. Краснодон, вул. Першокінна, 43",(06435) 6-46-33,http://kd.lg.court.gov.ua,Краснодонський міськрайонний суд Луганської області,inbox@kd.lg.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Міськрайонний суд,,http://kd.lg.court.gov.ua/sud1210/,Луганська
Білгород-Дністровський,"67700, Одеська обл., м. Білгород-Дністровський, вул. Енгельса, 27 ЄДРПО: 02897678",(04849) 3-56-11,http://bd.od.court.gov.ua,Білгород-Дністровський міськрайонний суд Одеської області,inbox@bd.od.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 17:00 Перерва з 13:00 до 14:00,Міськрайонний суд,,http://bd.od.court.gov.ua/sud1505/,Одеська
Ізмаїльський,"68600, м.Ізмаїл, вул.Клушина, 2",Приймальня суду - тел/факс: (04841) 3-91-25 Кримінальна канцелярія - тел/факс: (04841) 3-91-26 Цивільна канцелярія - тел/факс: (04841) 3-91-21,http://iz.od.court.gov.ua,Ізмаїльський міськрайонний суд Одеської області,inbox@iz.od.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Міськрайонний суд,,http://iz.od.court.gov.ua/sud1510/,Одеська
Котовський,"66300, м. Котовськ, пров. Спортивний, 1 ""а""",(04862) 2-46-51,http://kt.od.court.gov.ua,Котовський міськрайонний суд Одеської області,inbox@kt.od.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Міськрайонний суд,,http://kt.od.court.gov.ua/sud1516/,Одеська
Вознесенський,"56500, м. Вознесенськ, вул. Кібріка, 11",(05134) 4-25-83,http://vs.mk.court.gov.ua,Вознесенський міськрайонний суд Миколаївської області,inbox@vs.mk.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Міськрайонний суд,,http://vs.mk.court.gov.ua/sud1407/,Миколаївська
Очаківський,"57508, м. Очаків,вул. Леніна, 44 та вул. Луначарського,44",(05154) 2-20-18 та (05154) 2-40-07,http://oc.mk.court.gov.ua,Очаківський міськрайонний суд Миколаївської області,inbox@oc.mk.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Міськрайонний суд,,http://oc.mk.court.gov.ua/sud1420/,Миколаївська
Первомайський,"55200, м. Первомайськ, вул. К.Маркса, 18",(05161) 4-26-20,http://pm.mk.court.gov.ua,Первомайський міськрайонний суд Миколаївської області,inbox@pm.mk.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 12:45,Міськрайонний суд,,http://pm.mk.court.gov.ua/sud1421/,Миколаївська
Дубенський,"35600, м. Дубно, вул. Д. Галицького, 22",0 (3656) 4-21-89,http://db.rv.court.gov.ua,Дубенський міськрайонний суд Рівненської області,inbox@db.rv.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Міськрайонний суд,,http://db.rv.court.gov.ua/sud1705/,Рівненська
Лубенський,"37500, Полтавська область, м. Лубни, вул. Монастирська ,17",(053615) 31-92,http://lbm.pl.court.gov.ua,Лубенський міськрайонний суд Полтавської області,inbox@lbm.pl.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Міськрайонний суд,,http://lbm.pl.court.gov.ua/sud1618/,Полтавська
Миргородський,"37600, Полтавська область, м. Миргород, вул. Гоголя, 133",(05355) 5-27-49,http://mrm.pl.court.gov.ua,Миргородський міськрайонний суд Полтавської області,inbox@mrm.pl.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Міськрайонний суд,,http://mrm.pl.court.gov.ua/sud1620/,Полтавська
Тернопільський,"46003, м. Тернопіль, вул. Котляревського, 34",(0352) 52-31-60,http://tem.te.court.gov.ua,Тернопільський міськрайонний суд Тернопільської області,inbox@tem.te.court.gov.ua,Пн-Чт з 08:30 до 17:30 Пт з 08:30 до 16:15 Перерва з 13:15 до 14:00,Міськрайонний суд,,http://tem.te.court.gov.ua/sud1915/,Тернопільська
Глухівський,"41400, м. Глухів, вул. Спаська, 32",0(5444) 2-23-79,http://gl.su.court.gov.ua,Глухівський міськрайонний суд Сумської області,inbox@gl.su.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Міськрайонний суд,,http://gl.su.court.gov.ua/sud1804/,Сумська
Конотопський,"41600, м. Конотоп, вул. Садова, 8","(05447) 2-63-04, 2-52-27",http://kn.su.court.gov.ua,Конотопський міськрайонний суд Сумської області,inbox@kn.su.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Міськрайонний суд,,http://kn.su.court.gov.ua/sud1807/,Сумська
Охтирський,"42700, м. Охтирка, вул. Жовтнева, 7",(05446) 2-31-60,http://oh.su.court.gov.ua,Охтирський міськрайонний суд Сумської області,inbox@oh.su.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Міськрайонний суд,,http://oh.su.court.gov.ua/sud1813/,Сумська
Роменський,"42000, м. Ромни, вул.Соборна,12 (б-р Шевченка, 23)",0-5448-2-42-63 mail: inbox@rmm.su.court.gov.ua,http://rmm.su.court.gov.ua,Роменський міськрайонний суд Сумської області,inbox@rmm.su.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 12:45,Міськрайонний суд,,http://rmm.su.court.gov.ua/sud1815/,Сумська
Шосткинський,"41100, м.Шостка, вул.К.Маркса 63",0 (5449) 6-51-39,http://shm.su.court.gov.ua,Шосткинський міськрайонний суд Сумської області,inbox@shm.su.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 13:00 до 14:00,Міськрайонний суд,,http://shm.su.court.gov.ua/sud1819/,Сумська
Новодністровськ,"60236, Чернівецька область, м.Новодністровськ, мікрорайон Сонячний, буд.24","(03741) 3-10-87, 3-42-87",http://nd.cv.court.gov.ua,Новодністровський міський суд Чернівецької області,inbox@nd.cv.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 16:45 Перерва з 13:00 до 13:45,Міський суд,,http://nd.cv.court.gov.ua/sud2415/,Чернівецька
Березань,"07540, м. Березань, вул. Леніна, 32","(04576) 6-43-63, 6-20-92",http://be.ko.court.gov.ua,Березанський міський суд Київської області,inbox@be.ko.court.gov.ua,Пн-Чт з 08:30 до 17:30 Пт з 08:00 до 15:45 Перерва з 13:00 до 13:45,Міський суд,,http://be.ko.court.gov.ua/sud1002/,Київська
Ірпінь,"08200, м. Ірпінь, вул. Мінеральна, 7","факс (04597) 56-5-96 - приймальня голови суду, 57-341 - канцелярії по цивільним, кримінальним справам та справам по адмінправопорушеннях; апеляційна канцелярія; 54-720 - помічники, секретарі суддів",http://ip.ko.court.gov.ua,Ірпінський міський суд Київської області,inbox@ip.ko.court.gov.ua,Пн-Чт з 08:30 до 17:30 Пт з 08:00 до 15:45 Перерва з 13:00 до 13:45,Міський суд,,http://ip.ko.court.gov.ua/sud1013/,Київська
